"Element"	"ionState"	"Ei"	"gi"
"Gd"	"II"	3.5412037	8
"Gd"	"II"	3.6842918	6
"Gd"	"II"	3.7695331	4
"Gd"	"II"	3.8135789	2
"Gd"	"II"	3.6200766	6
"Gd"	"II"	3.6233579	8
"Gd"	"II"	3.6255769	8
"Gd"	"II"	3.7043921	4
"Gd"	"II"	3.7152797	6
"Gd"	"II"	3.7206287	8
"Gd"	"II"	3.7229204	10
"Gd"	"II"	3.7320937	12
"Gd"	"II"	3.737499	8
"Gd"	"II"	3.8730098	6
"Gd"	"II"	3.9570543	4
"Gd"	"II"	3.8248689	10
"Gd"	"II"	3.9561031	8
"Gd"	"II"	4.0605349	6
"Gd"	"II"	4.1139938	4
"Gd"	"II"	3.9646914	2
"Gd"	"II"	3.9735494	4
"Gd"	"II"	3.9861097	6
"Gd"	"II"	4.0523878	10
"Gd"	"II"	4.0848077	12
"Gd"	"II"	4.1606557	14
"Gd"	"II"	3.9997451	6
"Gd"	"II"	4.0052363	10
"Gd"	"II"	4.0413081	12
"Gd"	"II"	4.0514986	14
"Gd"	"II"	4.1176989	8
"Gd"	"II"	4.1653765	10
"Gd"	"II"	4.2376281	12
"Gd"	"II"	4.188869	10
"Gd"	"II"	4.2191678	12
"Gd"	"II"	4.2289119	10
"Gd"	"II"	4.2908603	12
"Gd"	"II"	4.3271072	8
"Gd"	"II"	4.4065399	10
"Gd"	"II"	4.3533121	14
"Gd"	"II"	4.3732383	16
"Gd"	"II"	4.4144904	12
"Gd"	"II"	4.3764169	4
"Gd"	"II"	4.3844073	14
"Gd"	"II"	4.3896398	6
"Gd"	"II"	4.4414484	10
"Gd"	"II"	4.4558117	6
"Gd"	"II"	4.4623617	8
"Gd"	"II"	4.4813695	6
"Gd"	"II"	4.509743	4
"Gd"	"II"	4.5650136	6
"Gd"	"II"	4.5206072	12
"Gd"	"II"	4.5436788	10
"Gd"	"II"	4.5516057	8
"Gd"	"II"	4.5682432	6
"Gd"	"II"	4.5868919	4
"Gd"	"II"	4.5417899	8
"Gd"	"II"	4.5486738	2
"Gd"	"II"	4.5883115	4
"Gd"	"II"	4.5531579	12
"Gd"	"II"	4.5653233	14
"Gd"	"II"	4.6522178	8
"Gd"	"II"	4.5599408	10
"Gd"	"II"	4.5946207	2
"Gd"	"II"	4.6578096	4
"Gd"	"II"	4.6580282	12
"Gd"	"II"	4.6671171	10
"Gd"	"II"	4.6658258	4
"Gd"	"II"	4.6746963	6
"Gd"	"II"	4.6904502	12
"Gd"	"II"	4.6922989	10
"Gd"	"II"	4.6954952	12
"Gd"	"II"	4.7105221	10
"Gd"	"II"	4.7127141	12
"Gd"	"II"	4.7151002	10
"Gd"	"II"	4.7185849	10
"Gd"	"II"	4.7399573	10
"Gd"	"II"	4.7510959	8
"Gd"	"II"	4.7956299	10
"Gd"	"II"	4.8701995	4
"Gd"	"II"	4.7693021	10
"Gd"	"II"	4.7745829	12
"Gd"	"II"	4.7799888	12
"Gd"	"II"	4.9317464	8
"Gd"	"II"	4.9558	6
"Gd"	"II"	4.9707245	4
"Gd"	"II"	4.9795016	2
"Gd"	"II"	4.7803175	10
"Gd"	"II"	4.7824695	10
"Gd"	"II"	4.7893365	6
"Gd"	"II"	4.8141083	4
"Gd"	"II"	4.8201585	8
"Gd"	"II"	4.8648235	8
"Gd"	"II"	4.8272194	2
"Gd"	"II"	5.0552334	14
"Gd"	"II"	5.0567097	12
"Gd"	"II"	5.0740443	10
"Gd"	"II"	5.0953967	8
"Gd"	"II"	5.1156121	6
"Gd"	"II"	4.8384202	6
"Gd"	"II"	4.8564849	8
"Gd"	"II"	4.8416373	8
"Gd"	"II"	4.8449561	14
"Gd"	"II"	4.8809179	4
"Gd"	"II"	4.911105	2
"Gd"	"II"	4.9141984	6
"Gd"	"II"	4.9027887	6
"Gd"	"II"	4.9240632	6
"Gd"	"II"	4.932187	6
"Gd"	"II"	4.9369097	6
"Gd"	"II"	4.951507	4
"Gd"	"II"	4.9624121	4
"Gd"	"II"	4.9701345	10
"Gd"	"II"	4.9713823	4
"Gd"	"II"	4.9896585	2
"Gd"	"II"	4.997732	2
"Gd"	"II"	5.0045918	6
"Gd"	"II"	5.006414	4
"Gd"	"II"	5.0695704	12
"Gd"	"II"	5.1009966	6
"Gd"	"II"	5.1151442	8
"Gd"	"II"	5.118579	16
"Gd"	"II"	5.1319102	4
"Gd"	"II"	5.1378503	12
"Gd"	"II"	5.1423227	2
"Gd"	"II"	5.1450281	14
"Gd"	"II"	5.1806177	10
"Gd"	"II"	5.2390335	12
"Gd"	"II"	5.2432355	12
"Gd"	"II"	5.2519354	14
"Gd"	"II"	5.2785733	12
"Gd"	"II"	5.2849796	10
"Gd"	"II"	5.2852191	8
"Gd"	"II"	5.299743	6
"Gd"	"II"	5.3269285	4
"Gd"	"II"	5.2863101	16
"Gd"	"II"	5.3096645	14
"Gd"	"II"	5.3209988	12
"Gd"	"II"	5.3545731	2
"Gd"	"II"	5.3592447	6
"Gd"	"II"	5.3607618	4
"Gd"	"II"	5.3654962	8
"Gd"	"II"	5.3659429	12
"Gd"	"II"	5.3775074	10
"Gd"	"II"	5.3857622	6
"Gd"	"II"	5.3904517	10
"Gd"	"II"	5.3932768	8
"Gd"	"II"	5.3955813	14
"Gd"	"II"	5.4148227	8
"Gd"	"II"	5.4235784	10
"Gd"	"II"	5.4798215	14
"Gd"	"II"	5.4997208	4
"Gd"	"II"	5.5873463	10
"Gd"	"II"	5.6003711	10
"Gd"	"II"	5.6023189	10
"Gd"	"II"	5.6056591	4
"Gd"	"II"	5.6059031	6
"Gd"	"II"	5.6282534	6
"Gd"	"II"	5.6491263	8
"Gd"	"II"	6.081889	10
"Gd"	"II"	6.1164171	8
"Gd"	"II"	6.14306	6
"Gd"	"II"	6.1113153	8
"Gd"	"II"	6.1369494	6
"Nd"	"II"	0	8
"Nd"	"II"	0.0636448	10
"Nd"	"II"	0.1822698	12
"Nd"	"II"	0.3205562	14
"Nd"	"II"	0.4713792	16
"Nd"	"II"	0.630539	18
"Nd"	"II"	0.2045993	10
"Nd"	"II"	0.3802292	12
"Nd"	"II"	0.5594781	14
"Nd"	"II"	0.7421173	16
"Nd"	"II"	0.5501873	12
"Nd"	"II"	0.6803825	14
"Nd"	"II"	0.8229364	16
"Nd"	"II"	0.9756205	18
"Nd"	"II"	1.1364652	20
"Nd"	"II"	1.3039158	22
"Nd"	"II"	0.7445586	10
"Nd"	"II"	0.8594337	12
"Nd"	"II"	0.9856837	14
"Nd"	"II"	1.1211594	16
"Nd"	"II"	1.2639947	18
"Nd"	"II"	1.4124515	20
"Nd"	"II"	0.9329482	8
"Nd"	"II"	1.0439866	10
"Nd"	"II"	1.160233	12
"Nd"	"II"	1.2816371	14
"Nd"	"II"	1.4101312	16
"Nd"	"II"	1.5448425	18
"Nd"	"II"	0.9930899	14
"Nd"	"II"	1.1714256	16
"Nd"	"II"	1.3614135	18
"Nd"	"II"	1.5623007	20
"Nd"	"II"	1.7728866	22
"Nd"	"II"	1.9916927	24
"Nd"	"II"	1.0807014	4
"Nd"	"II"	1.0906103	6
"Nd"	"II"	1.1404556	8
"Nd"	"II"	1.349351	10
"Nd"	"II"	1.4904562	12
"Nd"	"II"	1.5292496	14
"Nd"	"II"	1.1995267	6
"Nd"	"II"	1.3225122	8
"Nd"	"II"	1.4518072	10
"Nd"	"II"	1.5977949	12
"Nd"	"II"	1.648851	14
"Nd"	"II"	1.7955354	16
"Nd"	"II"	1.2246124	10
"Nd"	"II"	1.2285154	8
"Nd"	"II"	1.2465613	12
"Nd"	"II"	1.3383214	14
"Nd"	"II"	1.491339	14
"Nd"	"II"	1.5201213	16
"Nd"	"II"	1.7248211	18
"Nd"	"II"	1.9450399	20
"Nd"	"II"	2.1764351	22
"Nd"	"II"	1.2511692	10
"Nd"	"II"	1.3291472	12
"Nd"	"II"	1.5024907	14
"Nd"	"II"	1.6882532	16
"Nd"	"II"	1.8815978	18
"Nd"	"II"	2.0842134	20
"Nd"	"II"	1.2715869	2
"Nd"	"II"	1.2942989	4
"Nd"	"II"	1.3373897	6
"Nd"	"II"	1.4106383	8
"Nd"	"II"	1.4986162	10
"Nd"	"II"	1.6178215	12
"Nd"	"II"	1.3498463	6
"Nd"	"II"	1.5153572	8
"Nd"	"II"	1.6990082	10
"Nd"	"II"	1.8781126	12
"Nd"	"II"	1.3566345	12
"Nd"	"II"	1.3747077	12
"Nd"	"II"	1.5283569	14
"Nd"	"II"	1.6681119	16
"Nd"	"II"	1.8479696	18
"Nd"	"II"	2.0435311	20
"Nd"	"II"	2.2517303	22
"Nd"	"II"	1.4022966	10
"Nd"	"II"	1.5487213	12
"Nd"	"II"	1.6880653	14
"Nd"	"II"	1.8466467	16
"Nd"	"II"	2.024117	18
"Nd"	"II"	2.2179143	20
"Nd"	"II"	1.4184691	4
"Nd"	"II"	1.499114	6
"Nd"	"II"	1.5967987	8
"Nd"	"II"	1.7322589	10
"Nd"	"II"	1.4358443	14
"Nd"	"II"	1.6002101	16
"Nd"	"II"	1.7731978	18
"Nd"	"II"	1.9526538	20
"Nd"	"II"	1.4566693	6
"Nd"	"II"	1.5166603	8
"Nd"	"II"	1.7478902	12
"Nd"	"II"	2.0705355	16
"Nd"	"II"	2.2529671	18
"Nd"	"II"	1.5220567	12
"Nd"	"II"	1.6859204	14
"Nd"	"II"	1.854506	16
"Nd"	"II"	2.020413	18
"Nd"	"II"	1.5288919	12
"Nd"	"II"	1.5805022	4
"Nd"	"II"	1.5946128	8
"Nd"	"II"	1.7810312	12
"Nd"	"II"	1.8969179	14
"Nd"	"II"	2.2970962	16
"Nd"	"II"	2.3014251	18
"Nd"	"II"	1.6196887	10
"Nd"	"II"	1.6423158	10
"Nd"	"II"	1.813241	12
"Nd"	"II"	1.9742326	14
"Nd"	"II"	2.1079204	16
"Nd"	"II"	1.6815214	10
"Nd"	"II"	1.6998506	12
"Nd"	"II"	1.7115045	6
"Nd"	"II"	1.8614008	10
"Nd"	"II"	2.044616	12
"Nd"	"II"	2.2510621	14
"Nd"	"II"	1.7217655	10
"Nd"	"II"	1.7419532	12
"Nd"	"II"	1.7838103	14
"Nd"	"II"	1.9041437	16
"Nd"	"II"	2.0594457	18
"Nd"	"II"	1.74539	8
"Nd"	"II"	1.9211674	14
"Nd"	"II"	1.7469547	14
"Nd"	"II"	1.7519035	16
"Nd"	"II"	1.9999705	18
"Nd"	"II"	2.2623006	20
"Nd"	"II"	1.7679378	14
"Nd"	"II"	1.7708177	10
"Nd"	"II"	1.7764785	8
"Nd"	"II"	1.796262	6
"Nd"	"II"	1.840365	10
"Nd"	"II"	2.1075008	14
"Nd"	"II"	2.3697869	14
"Nd"	"II"	1.8595045	12
"Nd"	"II"	2.1309003	12
"Nd"	"II"	1.8765244	14
"Nd"	"II"	2.0879286	16
"Nd"	"II"	2.3366496	18
"Nd"	"II"	1.8770724	12
"Nd"	"II"	1.8854531	6
"Nd"	"II"	1.9026442	8
"Nd"	"II"	1.9115003	14
"Nd"	"II"	2.0914566	16
"Nd"	"II"	1.9118549	4
"Nd"	"II"	1.9362234	6
"Nd"	"II"	1.9561477	8
"Nd"	"II"	2.2051217	8
"Nd"	"II"	2.2128706	12
"Nd"	"II"	1.9208556	10
"Nd"	"II"	2.0131395	12
"Nd"	"II"	2.068124	12
"Nd"	"II"	2.6664705	12
"Nd"	"II"	1.9792447	16
"Nd"	"II"	2.2246454	18
"Nd"	"II"	1.9977757	16
"Nd"	"II"	2.0016765	8
"Nd"	"II"	2.0076482	10
"Nd"	"II"	2.0301284	10
"Nd"	"II"	2.1828639	12
"Nd"	"II"	2.3255865	14
"Nd"	"II"	2.4419612	16
"Nd"	"II"	2.0468179	4
"Nd"	"II"	2.0672288	6
"Nd"	"II"	2.1041718	8
"Nd"	"II"	2.276627	12
"Nd"	"II"	2.5284612	14
"Nd"	"II"	2.0538609	10
"Nd"	"II"	2.0545105	14
"Nd"	"II"	2.065847	8
"Nd"	"II"	2.0848135	10
"Nd"	"II"	2.0850708	12
"Nd"	"II"	2.0991566	6
"Nd"	"II"	2.1021831	4
"Nd"	"II"	2.1326875	8
"Nd"	"II"	2.151975	10
"Nd"	"II"	2.1654231	14
"Nd"	"II"	2.1752463	18
"Nd"	"II"	2.2155363	10
"Nd"	"II"	2.2326994	14
"Nd"	"II"	2.2371579	10
"Nd"	"II"	2.2467059	8
"Nd"	"II"	2.2756791	6
"Nd"	"II"	2.2875525	6
"Nd"	"II"	2.319187	12
"Nd"	"II"	2.3347712	10
"Nd"	"II"	2.3589302	8
"Nd"	"II"	2.3844926	16
"Nd"	"II"	2.4183521	10
"Nd"	"II"	2.4423189	10
"Nd"	"II"	2.4428619	12
"Nd"	"II"	2.4497467	10
"Nd"	"II"	2.4836093	12
"Nd"	"II"	2.4869358	10
"Nd"	"II"	2.5166077	16
"Nd"	"II"	2.5562802	12
"Nd"	"II"	2.5598937	14
"Nd"	"II"	2.5630726	10
"Nd"	"II"	2.5825946	8
"Nd"	"II"	2.5921773	12
"Nd"	"II"	2.6099411	10
"Nd"	"II"	2.6335577	6
"Nd"	"II"	2.6398399	8
"Nd"	"II"	2.6546567	8
"Nd"	"II"	2.6941215	18
"Nd"	"II"	2.7116014	14
"Nd"	"II"	2.7117216	8
"Nd"	"II"	2.7174919	10
"Nd"	"II"	2.750918	10
"Nd"	"II"	2.7540294	12
"Nd"	"II"	2.7720468	10
"Nd"	"II"	2.7759864	8
"Nd"	"II"	2.7841414	10
"Nd"	"II"	2.7993357	14
"Nd"	"II"	2.8099419	10
"Nd"	"II"	2.8140532	12
"Nd"	"II"	2.8331065	8
"Nd"	"II"	2.8674365	12
"Nd"	"II"	2.8714703	12
"Nd"	"II"	2.8728515	10
"Nd"	"II"	2.8761573	8
"Nd"	"II"	2.8801504	10
"Nd"	"II"	3.0308408	12
"Nd"	"II"	3.164631	14
"Nd"	"II"	3.3367576	16
"Nd"	"II"	3.5235032	18
"Nd"	"II"	3.7198124	20
"Nd"	"II"	2.887897	20
"Nd"	"II"	2.8985416	12
"Nd"	"II"	2.9009035	8
"Nd"	"II"	2.90241	10
"Nd"	"II"	2.9085385	12
"Nd"	"II"	2.9115606	16
"Nd"	"II"	2.9182632	10
"Nd"	"II"	2.9305823	8
"Nd"	"II"	2.939255	6
"Nd"	"II"	2.9430706	16
"Nd"	"II"	2.9472321	10
"Nd"	"II"	2.9510954	14
"Nd"	"II"	2.9579226	12
"Nd"	"II"	2.9745551	14
"Nd"	"II"	2.9760795	10
"Nd"	"II"	2.9822341	10
"Nd"	"II"	2.9917759	8
"Nd"	"II"	2.9922446	12
"Nd"	"II"	3.0057756	14
"Nd"	"II"	3.0148022	8
"Nd"	"II"	3.0154501	10
"Nd"	"II"	3.0275348	14
"Nd"	"II"	3.0336485	8
"Nd"	"II"	3.0434972	16
"Nd"	"II"	3.0462632	10
"Nd"	"II"	3.0606386	12
"Nd"	"II"	3.0650189	14
"Nd"	"II"	3.0744833	10
"Nd"	"II"	3.0801227	12
"Nd"	"II"	3.0889237	8
"Nd"	"II"	3.0940511	14
"Nd"	"II"	3.1014536	12
"Nd"	"II"	3.1051402	8
"Nd"	"II"	3.2083589	10
"Nd"	"II"	3.3193149	12
"Nd"	"II"	3.4398412	14
"Nd"	"II"	3.577799	16
"Nd"	"II"	3.7501215	18
"Nd"	"II"	3.1096297	12
"Nd"	"II"	3.114524	16
"Nd"	"II"	3.116783	8
"Nd"	"II"	3.1232178	10
"Nd"	"II"	3.124514	12
"Nd"	"II"	3.1266366	6
"Nd"	"II"	3.1288243	16
"Nd"	"II"	3.1350719	18
"Nd"	"II"	3.136215	8
"Nd"	"II"	3.1432927	12
"Nd"	"II"	3.1434489	16
"Nd"	"II"	3.1478602	10
"Nd"	"II"	3.1485316	14
"Nd"	"II"	3.1592742	12
"Nd"	"II"	3.1639633	8
"Nd"	"II"	3.1691837	12
"Nd"	"II"	3.1800552	8
"Nd"	"II"	3.1837146	18
"Nd"	"II"	3.1919752	6
"Nd"	"II"	3.1952606	10
"Nd"	"II"	3.204293	8
"Nd"	"II"	3.207861	12
"Nd"	"II"	3.2082827	6
"Nd"	"II"	3.302949	8
"Nd"	"II"	3.4002666	10
"Nd"	"II"	3.5069687	12
"Nd"	"II"	3.6493825	14
"Nd"	"II"	3.8072175	16
"Nd"	"II"	3.2134696	14
"Nd"	"II"	3.2274916	16
"Nd"	"II"	3.2286967	6
"Nd"	"II"	3.2304281	16
"Nd"	"II"	3.237021	10
"Nd"	"II"	3.2379744	6
"Nd"	"II"	3.2447681	6
"Nd"	"II"	3.2462138	12
"Nd"	"II"	3.2492297	8
"Nd"	"II"	3.2497176	14
"Nd"	"II"	3.2517447	10
"Nd"	"II"	3.257572	12
"Nd"	"II"	3.2598548	8
"Nd"	"II"	3.2642578	14
"Nd"	"II"	3.2693455	8
"Nd"	"II"	3.2707933	10
"Nd"	"II"	3.2759774	8
"Nd"	"II"	3.2800257	12
"Nd"	"II"	3.2805698	14
"Nd"	"II"	3.2823298	16
"Nd"	"II"	3.284236	14
"Nd"	"II"	3.2856309	10
"Nd"	"II"	3.2959928	18
"Nd"	"II"	3.3067317	10
"Nd"	"II"	3.3106264	8
"Nd"	"II"	3.3151874	14
"Nd"	"II"	3.3177211	10
"Nd"	"II"	3.3179529	12
"Nd"	"II"	3.3219497	8
"Nd"	"II"	3.3361083	8
"Nd"	"II"	3.3385219	10
"Nd"	"II"	3.3465685	12
"Nd"	"II"	3.349342	10
"Nd"	"II"	3.3562498	10
"Nd"	"II"	3.3629592	14
"Nd"	"II"	3.3657445	14
"Nd"	"II"	3.3698412	10
"Nd"	"II"	3.3765268	10
"Nd"	"II"	3.377828	8
"Nd"	"II"	3.3780053	12
"Nd"	"II"	3.5414208	14
"Nd"	"II"	3.7312859	16
"Nd"	"II"	3.9272361	18
"Nd"	"II"	3.384712	8
"Nd"	"II"	3.3858777	14
"Nd"	"II"	3.3912518	12
"Nd"	"II"	3.4026874	8
"Nd"	"II"	3.4028511	16
"Nd"	"II"	3.4032063	14
"Nd"	"II"	3.4100753	8
"Nd"	"II"	3.4118474	12
"Nd"	"II"	3.4141045	10
"Nd"	"II"	3.4161986	10
"Nd"	"II"	3.4234176	16
"Nd"	"II"	3.4238182	6
"Nd"	"II"	3.426759	8
"Nd"	"II"	3.4336953	8
"Nd"	"II"	3.4370193	14
"Nd"	"II"	3.4429708	12
"Nd"	"II"	3.4435539	10
"Nd"	"II"	3.4444992	12
"Nd"	"II"	3.4465797	12
"Nd"	"II"	3.4474284	8
"Nd"	"II"	3.448843	16
"Nd"	"II"	3.4618105	10
"Nd"	"II"	3.6556251	12
"Nd"	"II"	3.8625857	14
"Nd"	"II"	4.0251017	16
"Nd"	"II"	3.4620876	12
"Nd"	"II"	3.4634385	10
"Nd"	"II"	3.4703221	10
"Nd"	"II"	3.4706184	12
"Nd"	"II"	3.4707188	18
"Nd"	"II"	3.4826504	14
"Nd"	"II"	3.4876569	12
"Nd"	"II"	3.49269	10
"Nd"	"II"	3.4958777	14
"Nd"	"II"	3.4980734	8
"Nd"	"II"	3.5085621	10
"Nd"	"II"	3.5137803	10
"Nd"	"II"	3.5154982	14
"Nd"	"II"	3.5360486	8
"Nd"	"II"	3.5386262	16
"Nd"	"II"	3.5437931	12
"Nd"	"II"	3.5456456	12
"Nd"	"II"	3.546201	10
"Nd"	"II"	3.5615618	14
"Nd"	"II"	3.5620338	16
"Nd"	"II"	3.5643628	18
"Nd"	"II"	3.5688945	10
"Nd"	"II"	3.5782043	12
"Nd"	"II"	3.583028	14
"Nd"	"II"	3.5863973	10
"Nd"	"II"	3.5989557	18
"Nd"	"II"	3.6000858	8
"Nd"	"II"	3.6009289	10
"Nd"	"II"	3.6054441	12
"Nd"	"II"	3.6065421	14
"Nd"	"II"	3.6228886	10
"Nd"	"II"	3.6252212	12
"Nd"	"II"	3.6278694	16
"Nd"	"II"	3.6325665	10
"Nd"	"II"	3.637291	12
"Nd"	"II"	3.6404885	16
"Nd"	"II"	3.6482505	12
"Nd"	"II"	3.6602293	10
"Nd"	"II"	3.6676869	12
"Nd"	"II"	3.6726798	16
"Nd"	"II"	3.6825134	14
"Nd"	"II"	3.6902363	12
"Nd"	"II"	3.6963945	14
"Nd"	"II"	3.7027435	10
"Nd"	"II"	3.7045028	8
"Nd"	"II"	3.7049194	6
"Nd"	"II"	3.7139975	16
"Nd"	"II"	3.7241229	6
"Nd"	"II"	3.7395638	12
"Nd"	"II"	3.7439239	10
"Nd"	"II"	3.74565	12
"Nd"	"II"	3.7558523	6
"Nd"	"II"	3.7574837	16
"Nd"	"II"	3.7593776	8
"Nd"	"II"	3.7627146	14
"Nd"	"II"	3.7683509	8
"Nd"	"II"	3.7698115	16
"Nd"	"II"	3.7730684	6
"Nd"	"II"	3.7757331	8
"Nd"	"II"	3.7774693	14
"Nd"	"II"	3.7880204	8
"Nd"	"II"	3.790223	14
"Nd"	"II"	3.7904238	8
"Nd"	"II"	3.8013338	6
"Nd"	"II"	3.803992	8
"Nd"	"II"	3.8052075	12
"Nd"	"II"	3.8064116	14
"Nd"	"II"	3.8164184	18
"Nd"	"II"	3.8181081	6
"Nd"	"II"	3.8193996	8
"Nd"	"II"	3.8203385	14
"Nd"	"II"	3.8209866	10
"Nd"	"II"	3.8299946	6
"Nd"	"II"	3.8303344	8
"Nd"	"II"	3.8335455	8
"Nd"	"II"	3.8345337	10
"Nd"	"II"	3.8375814	14
"Nd"	"II"	3.8423304	10
"Nd"	"II"	3.842962	12
"Nd"	"II"	3.8521271	16
"Nd"	"II"	3.8541443	12
"Nd"	"II"	3.8594967	8
"Nd"	"II"	3.8657969	10
"Nd"	"II"	3.8666431	8
"Nd"	"II"	3.8753456	14
"Nd"	"II"	3.8775822	12
"Nd"	"II"	3.8851449	10
"Nd"	"II"	3.8884069	16
"Nd"	"II"	3.8937344	14
"Nd"	"II"	3.8979338	12
"Nd"	"II"	3.8994641	10
"Nd"	"II"	3.9041519	16
"Nd"	"II"	3.9072478	8
"Nd"	"II"	3.9090523	12
"Nd"	"II"	3.9201588	10
"Nd"	"II"	3.9294308	10
"Nd"	"II"	3.9449925	18
"Nd"	"II"	3.9470155	10
"Nd"	"II"	3.9482536	8
"Nd"	"II"	3.9498013	14
"Nd"	"II"	3.9523846	16
"Nd"	"II"	3.9551698	12
"Nd"	"II"	3.9606318	10
"Nd"	"II"	3.9667058	10
"Nd"	"II"	3.9685576	8
"Nd"	"II"	3.9791049	16
"Nd"	"II"	3.9827991	8
"Nd"	"II"	3.9854032	12
"Nd"	"II"	3.9879845	10
"Nd"	"II"	3.9913056	10
"Nd"	"II"	3.9915609	6
"Nd"	"II"	3.9937356	6
"Nd"	"II"	3.9949655	16
"Nd"	"II"	3.9989529	10
"Nd"	"II"	4.0139947	12
"Nd"	"II"	4.0163549	8
"Nd"	"II"	4.0167849	14
"Nd"	"II"	4.0200566	16
"Nd"	"II"	4.0225545	12
"Nd"	"II"	4.0273452	10
"Nd"	"II"	4.032231	12
"Nd"	"II"	4.0481783	12
"Nd"	"II"	4.0507332	10
"Nd"	"II"	4.0616714	12
"Nd"	"II"	4.0664862	10
"Nd"	"II"	4.074721	14
"Nd"	"II"	4.0797403	16
"Nd"	"II"	4.0813337	10
"Nd"	"II"	4.0870412	4
"Nd"	"II"	4.0918778	12
"Nd"	"II"	4.1035943	18
"Nd"	"II"	4.1063678	12
"Nd"	"II"	4.1154001	12
"Nd"	"II"	4.1181401	18
"Nd"	"II"	4.1212245	4
"Nd"	"II"	4.1237603	14
"Nd"	"II"	4.1288393	4
"Nd"	"II"	4.1303935	8
"Nd"	"II"	4.147626	14
"Nd"	"II"	4.1490866	4
"Nd"	"II"	4.1559776	2
"Nd"	"II"	4.1567562	18
"Nd"	"II"	4.1586984	6
"Nd"	"II"	4.1605001	14
"Nd"	"II"	4.1613467	14
"Nd"	"II"	4.3996946	16
"Nd"	"II"	4.6521655	18
"Nd"	"II"	4.9114431	20
"Nd"	"II"	4.169911	14
"Nd"	"II"	4.1708694	4
"Nd"	"II"	4.1746248	12
"Nd"	"II"	4.1777976	12
"Nd"	"II"	4.1806341	12
"Nd"	"II"	4.1856609	14
"Nd"	"II"	4.1897273	12
"Nd"	"II"	4.1918041	14
"Nd"	"II"	4.1931865	2
"Nd"	"II"	4.1982692	6
"Nd"	"II"	4.2011091	18
"Nd"	"II"	4.208103	4
"Nd"	"II"	4.2156398	14
"Nd"	"II"	4.2263684	14
"Nd"	"II"	4.2302348	18
"Nd"	"II"	4.2313107	12
"Nd"	"II"	4.2320097	4
"Nd"	"II"	4.2434943	4
"Nd"	"II"	4.2436297	12
"Nd"	"II"	4.2454564	6
"Nd"	"II"	4.2555468	2
"Nd"	"II"	4.2650477	14
"Nd"	"II"	4.2794212	4
"Nd"	"II"	4.2807888	10
"Nd"	"II"	4.2843647	16
"Nd"	"II"	4.2853663	4
"Nd"	"II"	4.2909189	10
"Nd"	"II"	4.2938493	6
"Nd"	"II"	4.2987476	16
"Nd"	"II"	4.3009384	14
"Nd"	"II"	4.3016966	6
"Nd"	"II"	4.3033806	8
"Nd"	"II"	4.308025	8
"Nd"	"II"	4.3167851	8
"Nd"	"II"	4.3197421	16
"Nd"	"II"	4.3216428	2
"Nd"	"II"	4.3233854	6
"Nd"	"II"	4.3265303	16
"Nd"	"II"	4.3318529	6
"Nd"	"II"	4.3373321	8
"Nd"	"II"	4.3464062	8
"Nd"	"II"	4.3511058	8
"Nd"	"II"	4.3518596	6
"Nd"	"II"	4.35486	4
"Nd"	"II"	4.3559988	12
"Nd"	"II"	4.502188	14
"Nd"	"II"	4.6205805	16
"Nd"	"II"	4.8251619	18
"Nd"	"II"	4.3600165	6
"Nd"	"II"	4.3604759	10
"Nd"	"II"	4.3661872	12
"Nd"	"II"	4.3673694	12
"Nd"	"II"	4.3694286	14
"Nd"	"II"	4.374165	8
"Nd"	"II"	4.3805452	10
"Nd"	"II"	4.3821465	2
"Nd"	"II"	4.3894684	14
"Nd"	"II"	4.3945244	8
"Nd"	"II"	4.3948716	4
"Nd"	"II"	4.401028	6
"Nd"	"II"	4.4018377	14
"Nd"	"II"	4.414667	10
"Nd"	"II"	4.4149806	16
"Nd"	"II"	4.4202822	8
"Nd"	"II"	4.4239298	4
"Nd"	"II"	4.4305071	4
"Nd"	"II"	4.4410427	6
"Nd"	"II"	4.4420501	10
"Nd"	"II"	4.4474979	10
"Nd"	"II"	4.4489101	8
"Nd"	"II"	4.4588313	6
"Nd"	"II"	4.4616681	10
"Nd"	"II"	4.4630586	6
"Nd"	"II"	4.4678338	10
"Nd"	"II"	4.4806104	6
"Nd"	"II"	4.4844926	16
"Nd"	"II"	4.4920114	12
"Nd"	"II"	4.4960025	8
"Nd"	"II"	4.5111254	6
"Nd"	"II"	4.5122487	8
"Nd"	"II"	4.51514	10
"Nd"	"II"	4.5172986	2
"Nd"	"II"	4.5185324	14
"Nd"	"II"	4.5261163	14
"Nd"	"II"	4.5270028	12
"Nd"	"II"	4.5282395	12
"Nd"	"II"	4.5320948	2
"Nd"	"II"	4.5342856	8
"Nd"	"II"	4.5349778	4
"Nd"	"II"	4.5400583	12
"Nd"	"II"	4.5404284	8
"Nd"	"II"	4.5466555	14
"Nd"	"II"	4.5510285	4
"Nd"	"II"	4.5511376	10
"Nd"	"II"	4.5515901	8
"Nd"	"II"	4.5522292	10
"Nd"	"II"	4.5538017	14
"Nd"	"II"	4.5608747	6
"Nd"	"II"	4.5643654	6
"Nd"	"II"	4.5644485	14
"Nd"	"II"	4.5674093	4
"Nd"	"II"	4.5678215	10
"Nd"	"II"	4.5740399	10
"Nd"	"II"	4.576966	10
"Nd"	"II"	4.5925929	10
